,Word,CEFR_o,CEFR_j
5888,CD-ROM,,B1
5889,chariot,,B1
5890,exhausted,,B1
5891,central heating,,B1
5892,carelessly,,B1
5893,extreme sports,,B1
5894,farther,,B1
5895,farthest,,B1
5896,fascinate,,B1
5897,canteen,,B1
5898,canned,,B1
5899,fax,,B1
5900,farmland,,B1
5901,feast,,B1
5902,campsite,,B1
5903,camel,,B1
5904,calmness,,B1
5905,ferry,,B1
5906,caller,,B1
5907,faraway,,B1
5908,eyesight,,B1
5909,face to face,,B1
5910,face-to-face,,B1
5911,farewell,,B1
5912,faint,,B1
5913,capsule,,B1
5914,faithful,,B1
5915,fallen,,B1
5916,greeting,,B1
5917,grill,,B1
5918,biochemistry,,B1
5919,groom,,B1
5920,bin,,B1
5921,ground floor,,B1
5922,grouping,,B1
5923,bilingual,,B1
5924,gravy,,B1
5925,gratitude,,B1
5926,gorilla,,B1
5927,gossip,,B1
5928,gown,,B1
5929,graceful,,B1
5930,graduation,,B1
5931,graph,,B1
5932,handwriting,,B1
5933,hanging,,B1
5934,hardship,,B1
5935,bathe,,B1
5936,hard-working,,B1
5937,basin,,B1
5938,harness,,B1
5939,barman,,B1
5940,hasty,,B1
5941,hatch,,B1
5942,bark,,B1
5943,handshake,,B1
5944,beard,,B1
5945,handkerchief,,B1
5946,guitarist,,B1
5947,bedside,,B1
5948,gymnastics,,B1
5949,because of,,B1
5950,beaver,,B1
5951,hairdresser,,B1
5952,hairdryer,,B1
5953,hammer,,B1
5954,beautifully,,B1
5955,handball,,B1
5956,hand-held,,B1
5957,frying pan,,B1
5958,full stop,,B1
5959,boredom,,B1
5960,furnish,,B1
5961,furthest,,B1
5962,fuss,,B1
5963,bore,,B1
5964,bravely,,B1
5965,brand-new,,B1
5966,brainstorming,,B1
5967,bracelet,,B1
5968,boxing,,B1
5969,freezer,,B1
5970,gall,,B1
5971,bow,,B1
5972,friendliness,,B1
5973,fright,,B1
5974,frost,,B1
5975,freezing,,B1
5976,gifted,,B1
5977,giggle,,B1
5978,ginger,,B1
5979,giraffe,,B1
5980,glide,,B1
5981,blush,,B1
5982,goalkeeper,,B1
5983,goddess,,B1
5984,golfer,,B1
5985,blogger,,B1
5986,glint,,B1
5987,fountain,,B1
5988,geology,,B1
5989,gardening,,B1
5990,garment,,B1
5991,gee,,B1
5992,boldly,,B1
5993,genetically,,B1
5994,genetics,,B1
5995,geographical,,B1
5996,diligence,,B1
5997,diligent,,B1
5998,dioxide,,B1
5999,disable,,B1
6000,discomfort,,B1
6001,diaper,,B1
6002,diameter,,B1
6003,dial,,B1
6004,cough,,B1
6005,despair,,B1
6006,devastating,,B1
6007,devotion,,B1
6008,consonant,,B1
6009,disturbance,,B1
6010,diver,,B1
6011,diving,,B1
6012,DJ,,B1
6013,doc,,B1
6014,distinctly,,B1
6015,disgusting,,B1
6016,dishwasher,,B1
6017,continuously,,B1
6018,continual,,B1
6019,content,,B1
6020,dating,,B1
6021,cucumber,,B1
6022,daze,,B1
6023,dazzle,,B1
6024,deaf,,B1
6025,crow,,B1
6026,crossroads,,B1
6027,crossing,,B1
6028,customs,,B1
6029,CV,,B1
6030,cushion,,B1
6031,daisy,,B1
6032,damaged,,B1
6033,damp,,B1
6034,dangerously,,B1
6035,curiously,,B1
6036,dedicate,,B1
6037,courgette,,B1
6038,courageous,,B1
6039,delightful,,B1
6040,delight,,B1
6041,definite article,,B1
6042,enjoyment,,B1
6043,entertainer,,B1
6044,climber,,B1
6045,environmentalist,,B1
6046,Englishman,,B1
6047,emperor,,B1
6048,enclose,,B1
6049,endanger,,B1
6050,collar,,B1
6051,coffin,,B1
6052,cod,,B1
6053,chewing gum,,B1
6054,chest of drawers,,B1
6055,cherish,,B1
6056,chemist,,B1
6057,examiner,,B1
6058,checkout,,B1
6059,chat show,,B1
6060,exchange rate,,B1
6061,excitedly,,B1
6062,evenly,,B1
6063,circus,,B1
6064,circular,,B1
6065,chuckle,,B1
6066,eternity,,B1
6067,chronological,,B1
6068,Christian,,B1
6069,choke,,B1
6070,dude,,B1
6071,dustbin,,B1
6072,dusty,,B1
6073,duty-free,,B1
6074,duvet,,B1
6075,dynasty,,B1
6076,eagerness,,B1
6077,compliment,,B1
6078,earache,,B1
6079,dolphin,,B1
6080,earnest,,B1
6081,doze,,B1
6082,eco,,B1
6083,common sense,,B1
6084,electron,,B1
6085,comma,,B1
6086,embarrass,,B1
6087,comet,,B1
6088,comedian,,B1
6089,complicate,,B1
6090,ecology,,B1
6091,ecosystem,,B1
6092,ecstasy,,B1
6093,brass,,B1
6094,aspirin,,B1
6095,aerobics,,B1
6096,lawful,,B1
6097,irritate,,B1
6098,ice skating,,B1
6099,ice hockey,,B1
6100,hut,,B1
6101,inhale,,B1
6102,jade,,B1
6103,ivory,,B1
6104,illuminate,,B1
6105,illegally,,B1
6106,advert,,B1
6107,ache,,B1
6108,isle,,B1
6109,idol,,B1
6110,informative,,B1
6111,idiom,,B1
6112,accustom,,B1
6113,identity card,,B1
6114,hurriedly,,B1
6115,housework,,B1
6116,astronomer,,B1
6117,innermost,,B1
6118,hostel,,B1
6119,Atlantic,,B1
6120,horrify,,B1
6121,legally,,B1
6122,accidental,,B1
6123,irregular,,B1
6124,according to,,B1
6125,humid,,B1
6126,ironing,,B1
6127,antique,,B1
6128,accessory,,B1
6129,acquaintance,,B1
6130,applause,,B1
6131,adorable,,B1
6132,improper,,B1
6133,addressee,,B1
6134,kettle,,B1
6135,anti,,B1
6136,ant,,B1
6137,indirectly,,B1
6138,kindness,,B1
6139,antonym,,B1
6140,anxiously,,B1
6141,admiration,,B1
6142,juicy,,B1
6143,jug,,B1
6144,anyhow,,B1
6145,jumper,,B1
6146,ape,,B1
6147,inconvenient,,B1
6148,jungle,,B1
6149,kitten,,B1
6150,adverb,,B1
6151,jewel,,B1
6152,adverbial,,B1
6153,immigrate,,B1
6154,jealous,,B1
6155,infinitive,,B1
6156,lasting,,B1
6157,animated,,B1
6158,latecomer,,B1
6159,jar,,B1
6160,imitate,,B1
6161,jog,,B1
6162,impair,,B1
6163,knit,,B1
6164,annoyance,,B1
6165,atomic,,B1
6166,lamb,,B1
6167,arithmetic,,B1
6168,jogging,,B1
6169,indefinite article,,B1
6170,backpacker,,B1
6171,interviewee,,B1
6172,lighter,,B1
6173,backpacking,,B1
6174,aboard,,B1
6175,herd,,B1
6176,lightly,,B1
6177,backpack,,B1
6178,lightning,,B1
6179,likeness,,B1
6180,allergic,,B1
6181,abnormal,,B1
6182,bacon,,B1
6183,backache,,B1
6184,avenue,,B1
6185,librarian,,B1
6186,instead of,,B1
6187,aloud,,B1
6188,lifeguard,,B1
6189,babysit,,B1
6190,aborigine,,B1
6191,babysitter,,B1
6192,baggage,,B1
6193,limp,,B1
6194,baker,,B1
6195,hearted,,B1
6196,heart attack,,B1
6197,bank account,,B1
6198,healing,,B1
6199,intermission,,B1
6200,internationally,,B1
6201,hearty,,B1
6202,heater,,B1
6203,helpless,,B1
6204,bakery,,B1
6205,bald,,B1
6206,air conditioning,,B1
6207,bandage,,B1
6208,air force,,B1
6209,heavenly,,B1
6210,bang,,B1
6211,intentionally,,B1
6212,alphabet,,B1
6213,insane,,B1
6214,abundant,,B1
6215,innovator,,B1
6216,afterwards,,B1
6217,honeymoon,,B1
6218,lettuce,,B1
6219,honestly,,B1
6220,inscribe,,B1
6221,abundance,,B1
6222,lessen,,B1
6223,hop,,B1
6224,liberate,,B1
6225,liar,,B1
6226,hopeless,,B1
6227,involuntarily,,B1
6228,auxiliary,,B1
6229,HIV,,B1
6230,haven,,B1
6231,inscription,,B1
6232,hi-tech,,B2
6233,syllable,,B2
6234,fibre,,B2
6235,adore,,B2
6236,heartwarming,,B2
6237,telescope,,B2
6238,coaching,,B2
6239,heart-warming,,B2
6240,high-tech,,B2
6241,admittedly,,B2
6242,honorable,,B2
6243,mama,,B2
6244,mamma,,B2
6245,commemorate,,B2
6246,clog,,B2
6247,admiringly,,B2
6248,admirable,,B2
6249,comfortably,,B2
6250,swan,,B2
6251,aircrew,,B2
6252,technically,,B2
6253,laborer,,B2
6254,conceit,,B2
6255,conceivable,,B2
6256,honourable,,B2
6257,teaspoon,,B2
6258,labourer,,B2
6259,clumsy,,B2
6260,swift,,B2
6261,adopted,,B2
6262,concerning,,B2
6263,ageless,,B2
6264,adorn,,B2
6265,communicative,,B2
6266,agony,,B2
6267,aggressively,,B2
6268,adversity,,B2
6269,italicize,,B2
6270,italicise,,B2
6271,collocation,,B2
6272,adversely,,B2
6273,coherent,,B2
6274,generalisation,,B2
6275,complexion,,B2
6276,temptation,,B2
6277,coherence,,B2
6278,terrace,,B2
6279,tattoo,,B2
6280,tatter,,B2
6281,generalize,,B2
6282,industrialise,,B2
6283,glamourous,,B2
6284,compatible,,B2
6285,tanned,,B2
6286,compassionate,,B2
6287,glamorous,,B2
6288,tan,,B2
6289,jeopardize,,B2
6290,tame,,B2
6291,tenderness,,B2
6292,instill,,B2
6293,enquire,,B2
6294,instil,,B2
6295,generalise,,B2
6296,tenderly,,B2
6297,temperate,,B2
6298,taunt,,B2
6299,affectionate,,B2
6300,synonym,,B2
6301,comprehension,,B2
6302,advent,,B2
6303,coastline,,B2
6304,advancement,,B2
6305,commonwealth,,B2
6306,affectionately,,B2
6307,coma,,B2
6308,compress,,B2
6309,humanise,,B2
6310,humanize,,B2
6311,compression,,B2
6312,hospitalize,,B2
6313,coarse,,B2
6314,commute,,B2
6315,terrifying,,B2
6316,generalization,,B2
6317,tactile,,B2
6318,furore,,B2
6319,jeopardise,,B2
6320,industrialize,,B2
6321,furor,,B2
6322,tack,,B2
6323,coconut,,B2
6324,tabloid,,B2
6325,colon,,B2
6326,idolise,,B2
6327,jeweler,,B2
6328,cocoa,,B2
6329,jeweller,,B2
6330,tablecloth,,B2
6331,fulfil,,B2
6332,idolize,,B2
6333,adventurous,,B2
6334,hospitalise,,B2
6335,suspiciously,,B2
6336,stockpile,,B2
6337,crease,,B2
6338,crater,,B2
6339,stonework,,B2
6340,stool,,B2
6341,socialise,,B2
6342,socialize,,B2
6343,skilfully,,B2
6344,skillfully,,B2
6345,skilful,,B2
6346,stopover,,B2
6347,skillful,,B2
6348,savings,,B2
6349,stock market,,B2
6350,stitch,,B2
6351,stern,,B2
6352,absentee,,B2
6353,sulphur,,B2
6354,stew,,B2
6355,sulfur,,B2
6356,stopwatch,,B2
6357,creepy,,B2
6358,creatively,,B2
6359,stimulant,,B2
6360,stimulation,,B2
6361,stingy,,B2
6362,stink,,B2
6363,creek,,B2
6364,craftsman,,B2
6365,countrywide,,B2
6366,strangle,,B2
6367,countryman,,B2
6368,accessibility,,B2
6369,popularise,,B2
6370,cottage,,B2
6371,popularize,,B2
6372,strait,,B2
6373,revolutionise,,B2
6374,revolutionize,,B2
6375,crab,,B2
6376,cowardly,,B2
6377,publicize,,B2
6378,reorganise,,B2
6379,coward,,B2
6380,straighten,,B2
6381,realisation,,B2
6382,publicise,,B2
6383,reorganize,,B2
6384,stepmother,,B2
6385,stepfather,,B2
6386,curl,,B2
6387,utilise,,B2
6388,squash,,B2
6389,stack,,B2
6390,unauthorized,,B2
6391,tumour,,B2
6392,stagger,,B2
6393,stain,,B2
6394,unauthorised,,B2
6395,culturally,,B2
6396,vigor,,B2
6397,spur,,B2
6398,abandoned,,B2
6399,worn-out,,B2
6400,cursor,,B2
6401,worn out,,B2
6402,wornout,,B2
6403,vigour,,B2
6404,spray,,B2
6405,whisky,,B2
6406,whiskey,,B2
6407,well-organised,,B2
6408,well-organized,,B2
6409,spreadsheet,,B2
6410,sprint,,B2
6411,stammer,,B2
6412,statesman,,B2
6413,aboriginal,,B2
6414,statewide,,B2
6415,statistics,,B2
6416,crossly,,B2
6417,abruptly,,B2
6418,crocodile,,B2
6419,sympathise,,B2
6420,sympathize,,B2
6421,steely,,B2
6422,steering wheel,,B2
6423,cripple,,B2
6424,culmination,,B2
6425,cuff,,B2
6426,standby,,B2
6427,abnormally,,B2
6428,standstill,,B2
6429,cruelly,,B2
6430,stanza,,B2
6431,cube,,B2
6432,cruelty,,B2
6433,startle,,B2
6434,starvation,,B2
6435,starving,,B2
6436,cubism,,B2
6437,stride,,B2
6438,penalise,,B2
6439,mold,,B2
6440,console,,B2
6441,consolation,,B2
6442,modernise,,B2
6443,modernize,,B2
6444,supernatural,,B2
6445,considering,,B2
6446,modernization,,B2
6447,modernisation,,B2
6448,mould,,B2
6449,addicted,,B2
6450,actively,,B2
6451,moustache,,B2
6452,suitably,,B2
6453,contaminate,,B2
6454,sunbeam,,B2
6455,adaptable,,B2
6456,addict,,B2
6457,mustache,,B2
6458,contradict,,B2
6459,mechanise,,B2
6460,confidently,,B2
6461,mechanize,,B2
6462,surroundings,,B2
6463,conferencing,,B2
6464,cone,,B2
6465,conductor,,B2
6466,supplier,,B2
6467,millimetre,,B2
6468,millimeter,,B2
6469,micrometre,,B2
6470,micrometer,,B2
6471,mediaeval,,B2
6472,conquest,,B2
6473,conjunction,,B2
6474,familiarise,,B2
6475,corona,,B2
6476,cornet,,B2
6477,overemphasise,,B2
6478,overemphasize,,B2
6479,cornerstone,,B2
6480,stubbornly,,B2
6481,coral,,B2
6482,cooperation,,B2
6483,organiser,,B2
6484,corporal,,B2
6485,penalize,,B2
6486,correctness,,B2
6487,pajamas,,B2
6488,pyjamas,,B2
6489,conveniently,,B2
6490,offence,,B2
6491,converse,,B2
6492,netsurfer,,B2
6493,neighbouring,,B2
6494,contradictory,,B2
6495,net surfer,,B2
6496,stylist,,B2
6497,subcontinent,,B2
6498,subculture,,B2
6499,subdivision,,B2
6500,subjunctive,,B2
6501,achievable,,B2
6502,subtract,,B2
6503,subplot,,B2
6504,subside,,B2
6505,conversely,,B2
6506,subtitle,,B2
6507,climate change,,B2
6508,timeliness,,B2
6509,enrol,,B2
6510,unsure,,B2
6511,untalented,,B2
6512,unthinkably,,B2
6513,botany,,B2
6514,untie,,B2
6515,bossy,,B2
6516,unto,,B2
6517,untreated,,B2
6518,windshield,,B2
6519,untrimmed,,B2
6520,astonish,,B2
6521,winding,,B2
6522,unusualness,,B2
6523,unsuitable,,B2
6524,astonished,,B2
6525,unsuccessful,,B2
6526,wink,,B2
6527,unofficial,,B2
6528,bothersome,,B2
6529,unpopular,,B2
6530,bothered,,B2
6531,unrealistic,,B2
6532,unreasonable,,B2
6533,unreliable,,B2
6534,unrest,,B2
6535,unsafe,,B2
6536,unsatisfactory,,B2
6537,unselfish,,B2
6538,unstoppable,,B2
6539,booth,,B2
6540,unwilling,,B2
6541,upside down,,B2
6542,athletics,,B2
6543,bony,,B2
6544,bomber,,B2
6545,bombard,,B2
6546,urgently,,B2
6547,bolt,,B2
6548,boiling,,B2
6549,wilderness,,B2
6550,astronomy,,B2
6551,upright,,B2
6552,unwise,,B2
6553,unworldly,,B2
6554,upbringing,,B2
6555,astonishment,,B2
6556,unnatural,,B2
6557,willingly,,B2
6558,bookmark,,B2
6559,booklet,,B2
6560,bookish,,B2
6561,attached,,B2
6562,unmistakably,,B2
6563,undreamed,,B2
6564,arrogant,,B2
6565,workman,,B2
6566,undressed,,B2
6567,unease,,B2
6568,uneasily,,B2
6569,artery,,B2
6570,workbench,,B2
6571,workaholic,,B2
6572,brewery,,B2
6573,unenthusiastic,,B2
6574,uneven,,B2
6575,breezy,,B2
6576,artificially,,B2
6577,wordlessly,,B2
6578,worktable,,B2
6579,brilliantly,,B2
6580,arouse,,B2
6581,undersea,,B2
6582,worldview,,B2
6583,understandable,,B2
6584,worldly,,B2
6585,unfamiliar,,B2
6586,unfashionable,,B2
6587,breathtaking,,B2
6588,boxer,,B2
6589,witty,,B2
6590,unjustly,,B2
6591,unkind,,B2
6592,bourbon,,B2
6593,unlimited,,B2
6594,unload,,B2
6595,unlock,,B2
6596,artistry,,B2
6597,unforeseen,,B2
6598,woodcarving,,B2
6599,breakup,,B2
6600,ungodly,,B2
6601,wondrous,,B2
6602,unhappiness,,B2
6603,unmistakable,,B2
6604,bravery,,B2
6605,unhelpful,,B2
6606,unimaginable,,B2
6607,unimaginably,,B2
6608,brag,,B2
6609,bracket,,B2
6610,breakable,,B2
6611,broaden,,B2
6612,attainable,,B2
6613,well-balanced,,B2
6614,waist,,B2
6615,waistcoat,,B2
6616,bad-tempered,,B2
6617,belongings,,B2
6618,bellow,,B2
6619,walkabout,,B2
6620,walker,,B2
6621,well-built,,B2
6622,benevolence,,B2
6623,bidding,,B2
6624,bewilderment,,B2
6625,bewilder,,B2
6626,vocalist,,B2
6627,bestseller,,B2
6628,bestow,,B2
6629,berry,,B2
6630,well-paid,,B2
6631,backyard,,B2
6632,vomit,,B2
6633,benevolent,,B2
6634,voter,,B2
6635,wallboard,,B2
6636,balky,,B2
6637,ballad,,B2
6638,wearisome,,B2
6639,wasp,,B2
6640,bartender,,B2
6641,barren,,B2
6642,barometer,,B2
6643,barn,,B2
6644,waterproof,,B2
6645,barley,,B2
6646,barbershop,,B2
6647,weakly,,B2
6648,weary,,B2
6649,bankrupt,,B2
6650,banker,,B2
6651,bathhouse,,B2
6652,walnut,,B2
6653,beautify,,B2
6654,bikini,,B2
6655,wed,,B2
6656,bearing,,B2
6657,beak,,B2
6658,beagle,,B2
6659,warship,,B2
6660,wartime,,B2
6661,usher,,B2
6662,visibly,,B2
6663,vanity,,B2
6664,attractiveness,,B2
6665,blink,,B2
6666,blindness,,B2
6667,blindly,,B2
6668,atypical,,B2
6669,attentively,,B2
6670,aubergine,,B2
6671,attainment,,B2
6672,utter,,B2
6673,vacant,,B2
6674,blurt,,B2
6675,vaccine,,B2
6676,blur,,B2
6677,blossom,,B2
6678,valentine,,B2
6679,blooming,,B2
6680,bloody,,B2
6681,attentive,,B2
6682,bloodstream,,B2
6683,verbally,,B2
6684,birdcage,,B2
6685,vigorous,,B2
6686,vigorously,,B2
6687,awe,,B2
6688,villa,,B2
6689,biotechnology,,B2
6690,villager,,B2
6691,vinegar,,B2
6692,axis,,B2
6693,bio,,B2
6694,virtual reality,,B2
6695,virtually,,B2
6696,birthplace,,B2
6697,bitterly,,B2
6698,audition,,B2
6699,authoritative,,B2
6700,blaze,,B2
6701,vibrate,,B2
6702,vibration,,B2
6703,underestimate,,B2
6704,armful,,B2
6705,amazingly,,B2
6706,ambiguity,,B2
6707,centigrade,,B2
6708,toenail,,B2
6709,toil,,B2
6710,cello,,B2
6711,tolerant,,B2
6712,cellist,,B2
6713,tomb,,B2
6714,ambiguous,,B2
6715,cellar,,B2
6716,amazement,,B2
6717,certify,,B2
6718,cosy,,B2
6719,timeless,,B2
6720,cozy,,B2
6721,times,,B2
6722,chaotic,,B2
6723,cosiness,,B2
6724,coziness,,B2
6725,tiptoe,,B2
6726,chancellor,,B2
6727,amaze,,B2
6728,tiredness,,B2
6729,tiresome,,B2
6730,certification,,B2
6731,ammonia,,B2
6732,amongst,,B2
6733,ample,,B2
6734,anchorage,,B2
6735,anchorman,,B2
6736,anchorperson,,B2
6737,carpool,,B2
6738,carnival,,B2
6739,caring,,B2
6740,categorisation,,B2
6741,categorization,,B2
6742,catalogue,,B2
6743,anguish,,B2
6744,carefree,,B2
6745,animate,,B2
6746,cascade,,B2
6747,amplifier,,B2
6748,cathedral,,B2
6749,catering,,B2
6750,catchy,,B2
6751,torch,,B2
6752,amplify,,B2
6753,catastrophic,,B2
6754,altitude,,B2
6755,tortoiseshell,,B2
6756,catastrophe,,B2
6757,amuse,,B2
6758,catalyst,,B2
6759,casually,,B2
6760,trader,,B2
6761,crystallize,,B2
6762,thigh,,B2
6763,citywide,,B2
6764,thinker,,B2
6765,alcoholism,,B2
6766,third person,,B2
6767,thirdly,,B2
6768,circuitry,,B2
6769,draught,,B2
6770,clam,,B2
6771,thickness,,B2
6772,clap,,B2
6773,clerical,,B2
6774,endeavour,,B2
6775,clearness,,B2
6776,theorist,,B2
6777,thermometer,,B2
6778,thickly,,B2
6779,diarrhoea,,B2
6780,diarrhea,,B2
6781,alternate,,B2
6782,cheerfulness,,B2
6783,cheerfully,,B2
6784,tickle,,B2
6785,dehumanise,,B2
6786,cheeky,,B2
6787,checkpoint,,B2
6788,dehumanize,,B2
6789,alternatively,,B2
6790,cybercafé,,B2
6791,cybercafe,,B2
6792,crystallise,,B2
6793,chemotherapy,,B2
6794,altar,,B2
6795,cherished,,B2
6796,thoughtless,,B2
6797,chimney,,B2
6798,thrill,,B2
6799,tightrope,,B2
6800,disorganised,,B2
6801,childish,,B2
6802,thrilling,,B2
6803,disorganized,,B2
6804,alphabetical,,B2
6805,chew,,B2
6806,cherry,,B2
6807,cardigan,,B2
6808,cardboard,,B2
6809,carbon monoxide,,B2
6810,wrongly,,B2
6811,burgle,,B2
6812,turbulent,,B2
6813,burglary,,B2
6814,appreciative,,B2
6815,burdensome,,B2
6816,tutor,,B2
6817,wreck,,B2
6818,bun,,B2
6819,bumper,,B2
6820,tulip,,B2
6821,twinkle,,B2
6822,tug,,B2
6823,buzz,,B2
6824,apostrophe,,B2
6825,trusty,,B2
6826,yearn,,B2
6827,truthful,,B2
6828,truthfulness,,B2
6829,bustling,,B2
6830,bustle,,B2
6831,tub,,B2
6832,yawn,,B2
6833,tuberculosis,,B2
6834,yacht,,B2
6835,X-ray,,B2
6836,approximate,,B2
6837,bum,,B2
6838,twisted,,B2
6839,unchanged,,B2
6840,uncharacteristic,,B2
6841,aristocracy,,B2
6842,worsen,,B2
6843,browse,,B2
6844,brother-in-law,,B2
6845,unclearly,,B2
6846,uncomfortably,,B2
6847,uncommon,,B2
6848,unconcerned,,B2
6849,worrying,,B2
6850,brochure,,B2
6851,bruise,,B2
6852,unbeatable,,B2
6853,unbearable,,B2
6854,unaware,,B2
6855,bully,,B2
6856,arch,,B2
6857,typhoid,,B2
6858,arctic,,B2
6859,bulimia,,B2
6860,tyranny,,B2
6861,tyrant,,B2
6862,worthless,,B2
6863,bud,,B2
6864,unashamedly,,B2
6865,unattractive,,B2
6866,unavailable,,B2
6867,troublesome,,B2
6868,aluminium,,B2
6869,agonise,,B2
6870,agonize,,B2
6871,transfusion,,B2
6872,transient,,B2
6873,transistor,,B2
6874,antiaircraft,,B2
6875,transitive,,B2
6876,canon,,B2
6877,antibacterial,,B2
6878,trample,,B2
6879,tramp,,B2
6880,archaeologist,,B2
6881,traitor,,B2
6882,carbon footprint,,B2
6883,carbon dioxide,,B2
6884,backwards,,B2
6885,caravan,,B2
6886,axe,,B2
6887,translator,,B2
6888,captive,,B2
6889,authorise,,B2
6890,trainee,,B2
6891,caption,,B2
6892,archeologist,,B2
6893,ax,,B2
6894,familiarize,,B2
6895,tremor,,B2
6896,triangle,,B2
6897,tricky,,B2
6898,antistatic,,B2
6899,antivirus,,B2
6900,trivial,,B2
6901,trolley,,B2
6902,tropic,,B2
6903,tremendously,,B2
6904,calmly,,B2
6905,youthful,,B2
6906,yummy,,B2
6907,cannonball,,B2
6908,cane,,B2
6909,anticancer,,B2
6910,zoom,,B2
6911,traverse,,B2
6912,anticipation,,B2
6913,tread,,B2
6914,antipollution,,B2
6915,zip,,B2
6916,zebra,,B2
6917,trek,,B2
6918,tray,,B2
6919,trunk,,B2
6920,overtime,,B2
6921,ow,,B2
6922,hedge,,B2
6923,owing to,,B2
6924,owl,,B2
6925,ox,,B2
6926,overthrow,,B2
6927,ozone,,B2
6928,heartbreaking,,B2
6929,heap,,B2
6930,packed,,B2
6931,health care,,B2
6932,hazardous,,B2
6933,hay,,B2
6934,pa,,B2
6935,paintbrush,,B2
6936,overtake,,B2
6937,oversize,,B2
6938,outskirts,,B2
6939,outwardly,,B2
6940,hesitation,,B2
6941,oval,,B2
6942,overboard,,B2
6943,overstep,,B2
6944,overbook,,B2
6945,overestimate,,B2
6946,overhear,,B2
6947,hemp,,B2
6948,overlap,,B2
6949,helper,,B2
6950,overshadow,,B2
6951,overcoat,,B2
6952,haunting,,B2
6953,pallet,,B2
6954,particle,,B2
6955,partisan,,B2
6956,handicraft,,B2
6957,handicap,,B2
6958,hairy,,B2
6959,passionately,,B2
6960,gymnastic,,B2
6961,guts,,B2
6962,pastoral,,B2
6963,gunshot,,B2
6964,gum,,B2
6965,gulp,,B2
6966,patiently,,B2
6967,patriot,,B2
6968,habitant,,B2
6969,handout,,B2
6970,hatching,,B2
6971,pancake,,B2
6972,pandemic,,B2
6973,hastily,,B2
6974,papaya,,B2
6975,haste,,B2
6976,paperless,,B2
6977,paperwork,,B2
6978,handrail,,B2
6979,harrow,,B2
6980,paradox,,B2
6981,harmless,,B2
6982,paralysis,,B2
6983,paramedic,,B2
6984,paratrooper,,B2
6985,hard drive,,B2
6986,outshine,,B2
6987,outrageous,,B2
6988,hyphen,,B2
6989,hyperbole,,B2
6990,hygiene,,B2
6991,offshore,,B2
6992,hybrid,,B2
6993,hush,,B2
6994,ointment,,B2
6995,olive,,B2
6996,offhand,,B2
6997,Olympia,,B2
6998,humiliation,,B2
6999,humiliating,,B2
7000,humiliate,,B2
7001,humbug,,B2
7002,humanist,,B2
7003,humane,,B2
7004,human rights,,B2
7005,hugely,,B2
7006,Olympiad,,B2
7007,iceman,,B2
7008,obsessive,,B2
7009,ignorant,,B2
7010,idle,,B2
7011,ideally,,B2
7012,icy,,B2
7013,hover,,B2
7014,housewife,,B2
7015,holder,,B2
7016,ounce,,B2
7017,outback,,B2
7018,outdistance,,B2
7019,outdo,,B2
7020,holocaust,,B2
7021,outgrow,,B2
7022,hijack,,B2
7023,outlive,,B2
7024,outpatient,,B2
7025,ornament,,B2
7026,housemaster,,B2
7027,housekeeper,,B2
7028,hourly,,B2
7029,hospitality,,B2
7030,hospitable,,B2
7031,hospice,,B2
7032,optimist,,B2
7033,optional,,B2
7034,orator,,B2
7035,orchestral,,B2
7036,orchid,,B2
7037,hood,,B2
7038,hone,,B2
7039,homeward,,B2
7040,originality,,B2
7041,patriotic,,B2
7042,patriotism,,B2
7043,polar bear,,B2
7044,gaudy,,B2
7045,gateway,,B2
7046,gasp,,B2
7047,polio,,B2
7048,polish,,B2
7049,politeness,,B2
7050,pointless,,B2
7051,gardener,,B2
7052,gangster,,B2
7053,polity,,B2
7054,polo,,B2
7055,ponder,,B2
7056,gaiety,,B2
7057,porch,,B2
7058,politically,,B2
7059,point of view,,B2
7060,generously,,B2
7061,glacis,,B2
7062,giveaway,,B2
7063,ghetto,,B2
7064,getaway,,B2
7065,playmate,,B2
7066,playwright,,B2
7067,germ,,B2
7068,geographic,,B2
7069,generosity,,B2
7070,gently,,B2
7071,pluck,,B2
7072,plum,,B2
7073,plumber,,B2
7074,pneumonia,,B2
7075,posh,,B2
7076,furiously,,B2
7077,predicament,,B2
7078,predicate,,B2
7079,predicative,,B2
7080,predictive,,B2
7081,predictor,,B2
7082,prefect,,B2
7083,preferable,,B2
7084,preferably,,B2
7085,freak,,B2
7086,prehuman,,B2
7087,preindustrial,,B2
7088,prejudge,,B2
7089,preoccupy,,B2
7090,frantically,,B2
7091,fragrance,,B2
7092,prehistoric,,B2
7093,prawn,,B2
7094,prance,,B2
7095,funky,,B2
7096,possessed,,B2
7097,funk,,B2
7098,functionality,,B2
7099,postal,,B2
7100,fume,,B2
7101,potent,,B2
7102,frugal,,B2
7103,frontier,,B2
7104,powerfully,,B2
7105,practicality,,B2
7106,practically,,B2
7107,frigate,,B2
7108,glare,,B2
7109,obituary,,B2
7110,gleam,,B2
7111,plague,,B2
7112,penetrate,,B2
7113,penguin,,B2
7114,penicillin,,B2
7115,pension,,B2
7116,pentagon,,B2
7117,growing,,B2
7118,grim,,B2
7119,grieve,,B2
7120,permanence,,B2
7121,greatness,,B2
7122,permeate,,B2
7123,gravitation,,B2
7124,perseverance,,B2
7125,persistence,,B2
7126,peg,,B2
7127,pave,,B2
7128,pavement,,B2
7129,paw,,B2
